,iata_code,icao_code,country_code,country_name,latitude,longitude,elev_ft,nrunways,longest_runway_ft,name,traffic_region,source
6474,BWP,,PG,Papua New Guinea,-3.0216666666700003,141.165277778,550.0,,,Bewani Airport,Pacific South-East Asia,OurAirports
6475,BXL,,FJ,Fiji,-16.942999999999998,177.368,0.0,,,Blue Lagoon Seaplane Base,Pacific South-East Asia,OurAirports
6476,BXZ,,PG,Papua New Guinea,-5.7243,147.8667,201.0,,,Bunsil Airport,Pacific South-East Asia,OurAirports
6477,BYA,,US,United States,64.0783004761,-141.113006592,2940.0,,,Boundary Airport,North America,OurAirports
6478,BYL,,LR,Liberia,7.369166666669999,-9.99372222222,690.0,,,Bella Yella Airport,Sub Saharan Africa,OurAirports
6479,BYV,,LK,Sri Lanka,6.9294444444400005,79.85416666670002,17.0,,,Beira Lake Seaplane Base,Central and South-West Asia,OurAirports
6480,BCV,,BZ,Belize,17.269603,-88.776496,150.0,,,Hector Silva Airstrip,Central America/ Caribbean,OurAirports
6481,BGK,,BZ,Belize,16.51936912536621,-88.40791320800781,3.0,,,Big Creek Airport,Central America/ Caribbean,OurAirports
6482,CYC,,BZ,Belize,17.7007999420166,-88.04109954833984,3.0,,,Caye Chapel Airport,Central America/ Caribbean,OurAirports
6483,CZH,,BZ,Belize,18.382200241088867,-88.41190338134766,40.0,,,Corozal Municipal Airport,Central America/ Caribbean,OurAirports
6484,INB,,BZ,Belize,16.534500122070312,-88.44129943847656,18.0,,,Independence Airport,Central America/ Caribbean,OurAirports
6485,MDB,,BZ,Belize,17.004299163800003,-88.30419921880001,101.0,,,Melinda Airport,Central America/ Caribbean,OurAirports
6486,ORZ,,BZ,Belize,18.0467662811,-88.58386993410002,111.0,,,Orange Walk Airport,Central America/ Caribbean,OurAirports
6487,PND,,BZ,Belize,16.102399826,-88.80829620360001,7.0,,,Punta Gorda Airport,Central America/ Caribbean,OurAirports
6488,SJX,,BZ,Belize,18.35610008239746,-88.13079833984375,3.0,,,Sartaneja Airport,Central America/ Caribbean,OurAirports
6489,STU,,BZ,Belize,18.2721004486084,-88.456298828125,18.0,,,Santa Cruz Airport,Central America/ Caribbean,OurAirports
6490,SVK,,BZ,Belize,16.725299835205078,-88.33999633789062,216.0,,,Silver Creek Airport,Central America/ Caribbean,OurAirports
6491,BZB,,MZ,Mozambique,-21.5411,35.4729,,,,Bazaruto Island Airport,Sub Saharan Africa,OurAirports
6492,BZM,,MG,Madagascar,-17.6925,45.0888333333,950.0,,,Bemolanga Airport,Sub Saharan Africa,OurAirports
6493,BZS,,US,United States,38.863,-77.01100000000001,0.0,,,Buzzards Point Seaplane Base,North America,OurAirports
6494,YYS,,CA,Canada,45.605633000000005,-66.543678,60.0,,,Blissville Airport,North America,OurAirports
6495,YLM,,CA,Canada,64.475545,-140.741748,2040.0,,,Clinton Creek Airport,North America,OurAirports
6496,YGY,,CA,Canada,62.112314446199996,-74.554681778,,,,Deception Airport,North America,OurAirports
6497,YUJ,,CA,Canada,68.47531261510001,-113.224411011,5.0,,,Lady Franklin Point Airport,North America,OurAirports
6498,YWO,,CA,Canada,65.7666702271,-111.25,1608.0,,,Lupin Airport,North America,OurAirports
6499,YAD,,CA,Canada,53.7062589637,-100.343971252,,,,Moose Lake Airport,North America,OurAirports
6500,YMD,,CA,Canada,76.2392,-119.3216,30.0,,,Mould Bay Airport,North America,OurAirports
6501,YDE,,CA,Canada,53.43,-57.233333587646,,,,Paradise River Airport,North America,OurAirports
6502,YYI,,CA,Canada,50.0100557637,-100.31393051100001,1550.0,,,Rivers Airport,North America,OurAirports
6503,YSV,,CA,Canada,58.47511899999999,-62.655373,269.0,,,Saglek Airport,North America,OurAirports
6504,YTJ,,CA,Canada,48.81197898719999,-87.09943771360001,950.0,,,Terrace Bay Airport,North America,OurAirports
6505,YWN,,CA,Canada,55.2242,-85.1174,32.0,,,Winisk Airport,North America,OurAirports
6506,YRR,,CA,Canada,50.40944743359999,-125.13161659200001,360.0,,,Stuart Island Airstrip,North America,OurAirports
6507,YMV,,CA,Canada,71.3241666667,-79.3569444444,584.0,,,Mary River Aerodrome,North America,OurAirports
6508,YTP,,CA,Canada,49.155,-125.91,0.0,,,Tofino Harbour Seaplane Base,North America,OurAirports
6509,YBM,,CA,Canada,56.681098938000005,-131.087005615,396.0,,,Bronson Creek Airport,North America,OurAirports
6510,ZAA,,CA,Canada,55.4667015076,-129.483001709,0.0,,,Alice Arm/Silver City Seaplane Base,North America,OurAirports
6511,YMB,,CA,Canada,50.1227989197,-120.747001648,2080.0,,,Merritt Airport,North America,OurAirports
6512,YBF,,CA,Canada,48.8333015442,-125.133003235,0.0,,,Bamfield Seaplane Base,North America,OurAirports
6513,YIG,,CA,Canada,50.3923,-125.1372,,,,Big Bay Seaplane Base,North America,OurAirports
6514,CJH,,CA,Canada,51.626098632799994,-124.14199829100001,3850.0,,,Chilko Lake (Tsylos Park Lodge) Airport,North America,OurAirports
6515,ZOF,,CA,Canada,52.3666992188,-127.717002869,0.0,,,Ocean Falls Seaplane Base,North America,OurAirports
6516,YCA,,CA,Canada,49.679401397705,-124.9820022583,26.0,,,Courtenay Airpark,North America,OurAirports
6517,CFQ,,CA,Canada,49.03689956665,-116.49800109863001,2070.0,,,Creston Valley Regional Airport - Art Sutcliffe Field,North America,OurAirports
6518,DGF,,CA,Canada,50.1654600485,-120.17127335100001,2770.0,,,Douglas Lake Airport,North America,OurAirports
6519,JHL,,CA,Canada,57.2238998413,-111.418998718,1048.0,,,Fort MacKay/Albian Aerodrome,North America,OurAirports
6520,ZTS,,CA,Canada,49.9166984558,-126.666999817,0.0,,,Tahsis Seaplane Base,North America,OurAirports
6521,DUQ,,CA,Canada,48.7545336204,-123.709702492,300.0,,,Duncan Airport,North America,OurAirports
6522,YPI,,CA,Canada,54.5667,-130.432999,0.0,,,Port Simpson Seaplane Base,North America,OurAirports
6523,YHS,,CA,Canada,49.460601806599996,-123.71900177,340.0,,,Sechelt-Gibsons Airport,North America,OurAirports
6524,YKK,,CA,Canada,53.7999992371,-130.432998657,,,,Kitkatla Seaplane Base,North America,OurAirports
6525,WPL,,CA,Canada,49.8833007812,-124.532997131,183.0,,,Powell Lake Seaplane Base,North America,OurAirports
6526,YMP,,CA,Canada,50.5755996704,-127.028999329,225.0,,,Port Mcneill Airport,North America,OurAirports
6527,YRN,,CA,Canada,51.683985,-127.264044,0.0,,,Rivers Inlet Seaplane Base,North America,OurAirports
6528,YTG,,CA,Canada,50.885359,-126.831069,0.0,,,Sullivan Bay Seaplane Base,North America,OurAirports
6529,YMU,,CA,Canada,50.0666999817,-124.98300170899999,,,,Mansons Landing Seaplane Base,North America,OurAirports
6530,YAV,,CA,Canada,48.8666992188,-123.30000305200001,,,,Mayne Island Seaplane Base,North America,OurAirports
6531,YSX,,CA,Canada,52.150002,-128.08299,0.0,,,Bella Bella/Shearwater Seaplane Base,North America,OurAirports
6532,YTB,,CA,Canada,53.416698,-129.25,0.0,,,Hartley Bay Seaplane Base,North America,OurAirports
6533,YZA,,CA,Canada,50.775258,-121.32131399999999,2034.0,,,Cache Creek-Ashcroft Regional Airport,North America,OurAirports
6534,ZEL,,CA,Canada,52.185001,-128.156994,141.0,,,Bella Bella (Campbell Island) Airport,North America,OurAirports
6535,CBC,,AU,Australia,-18.917777777800005,125.53777777799999,540.0,,,Cherrabun Airport,Pacific South-East Asia,OurAirports
6536,YTX,,CA,Canada,57.916698,-131.117007,1100.0,,,Telegraph Creek Airport,North America,OurAirports
6537,TNS,,CA,Canada,61.956901550293,-128.20300292969,3500.0,,,Tungsten (Cantung) Airport,North America,OurAirports
6538,TUX,,CA,Canada,55.025001525879,-120.93499755859,3075.0,,,Tumbler Ridge Airport,North America,OurAirports
6539,DVK,,CA,Canada,64.5113983154,-110.289001465,1413.0,,,Diavik Airport,North America,OurAirports
6540,ZFW,,CA,Canada,56.081401825,-118.434997559,2166.0,,,Fairview Airport,North America,OurAirports
6541,YGC,,CA,Canada,53.916900634765994,-118.87400054931999,4117.0,,,Grande Cache Airport,North America,OurAirports
6542,YDC,,CA,Canada,53.265800476074,-114.95999908446998,2776.0,,,Drayton Valley Industrial Airport,North America,OurAirports
6543,NML,,CA,Canada,57.0555992126,-111.573997498,1046.0,,,Fort McMurray / Mildred Lake Airport,North America,OurAirports
6544,CFM,,CA,Canada,55.695301,-111.278999,1930.0,,,Conklin (Leismer) Airport,North America,OurAirports
6545,ZSP,,CA,Canada,53.9933013916,-111.379997253,2147.0,,,St. Paul Airport,North America,OurAirports
6546,GSL,,CA,Canada,62.5980987549,-111.54299926799999,570.0,,,Taltheilei Narrows Airport,North America,OurAirports
6547,XMP,,CA,Canada,63.181098938000005,-130.20199585,3810.0,,,Macmillan Pass Airport,North America,OurAirports
6548,DAS,,CA,Canada,66.7031021118,-119.70700073200001,562.0,,,Great Bear Lake Airport,North America,OurAirports
6549,YFI,,CA,Canada,57.275833,-110.976666,1762.0,,,Fort Mackay / Firebag,North America,OurAirports
6550,YOE,,CA,Canada,55.7094,-117.094002,1949.0,,,Donnelly Airport,North America,OurAirports
6551,TIL,,CA,Canada,51.05749893188501,-113.62400054931999,3300.0,,,Cheadle Airport,North America,OurAirports
6552,OKG,,CG,Republic of the Congo,-1.4483300447463998,15.073300361633,1415.0,,,Okoyo Airport,Sub Saharan Africa,OurAirports
6553,CGA,,US,United States,55.47880172729492,-133.14799499511722,,,,Craig Seaplane Base,North America,OurAirports
6554,CGC,,PG,Papua New Guinea,-5.458965,148.432417,78.0,,,Cape Gloucester Airport,Pacific South-East Asia,OurAirports
6555,CGG,,PH,Philippines,16.1941,122.0651,48.0,,,Casiguran Airport,Pacific South-East Asia,OurAirports
6556,CGT,,MR,Mauritania,20.5055,-12.3978,1775.0,,,Chinguetti Airport,Sub Saharan Africa,OurAirports
6557,CHP,,US,United States,65.485496521,-144.61099243200002,956.0,,,Circle Hot Springs Airport,North America,OurAirports
6558,CIV,,US,United States,55.217,-132.21,0.0,,,Chomley Seaplane Base,North America,OurAirports
6559,LRQ,,CA,Canada,56.2486000061,-101.304000854,1200.0,,,Laurie River Airport,North America,OurAirports
6560,YDJ,,CA,Canada,58.662498474121,-103.53800201416,1362.0,,,Hatchet Lake Airport,North America,OurAirports
6561,YDU,,CA,Canada,60.291900634765994,-102.50199890136999,1131.0,,,Kasba Lake Airport,North America,OurAirports
6562,YFL,,CA,Canada,62.7,-109.167,514.0,,,Fort Reliance Seaplane Base,North America,OurAirports
6563,XCL,,CA,Canada,58.391101837200004,-109.51599884,1112.0,,,Cluff Lake Airport,North America,OurAirports
6564,YKE,,CA,Canada,54.915298,-94.798103,625.0,,,Knee Lake Airport,North America,OurAirports
6565,CKD,,US,United States,61.867900848400005,-158.13499450700002,178.0,,,Crooked Creek Airport,North America,OurAirports
6566,YTT,,CA,Canada,52.836700439453004,-104.06700134277,1525.0,,,Tisdale Airport,North America,OurAirports
6567,CKR,,US,United States,48.5978,-122.9979,108.0,,,Crane Island Airstrip,North America,OurAirports
6568,CKU,,US,United States,60.5438995361,-145.727005005,12.0,,,Cordova Municipal Airport,North America,OurAirports
6569,YDW,,CA,Canada,60.316398620605,-103.12899780273001,1195.0,,,North of Sixty Airport,North America,OurAirports
6570,CKX,,US,United States,64.0712966919,-141.95199585,1640.0,,,Chicken Airport,North America,OurAirports
6571,CLC,,US,United States,29.5555,-95.1383,25.0,,,Clear Lake Metroport,North America,OurAirports
6572,CMT,,BR,Brazil,-2.2468,-49.56,60.0,,,New Cametá Airport,South America,OurAirports
6573,CMZ,,MZ,Mozambique,-17.8331,35.3341,156.0,,,Caia Airport,Sub Saharan Africa,OurAirports
6574,TVS,,CN,China,39.7178001404,118.00262451200001,50.0,,,Tangshan Sannühe Airport,Central and South-West Asia,OurAirports
6575,DZU,,CN,China,29.636227,105.77362099999999,1220.0,,,Dazu Air Base,Central and South-West Asia,OurAirports
6576,ZKL,,CN,China,29.376484,104.625789,1133.0,,,Zigong Airport,Central and South-West Asia,OurAirports
6577,BZX,,CN,China,31.73842,106.64487199999999,1804.0,,,Bazhong Enyang Airport,Central and South-West Asia,OurAirports
6578,HSC,,CN,China,24.9785995483,113.42099762,280.0,,,Shaoguan Guitou Airport,Central and South-West Asia,OurAirports
6579,NTG,,CN,China,32.0708007812,120.975997925,16.0,,,Nantong Airport,Central and South-West Asia,OurAirports
6580,YWR,,CA,Canada,48.6269,-85.223297,1380.0,,,White River Seaplane Base,North America,OurAirports
6581,XBR,,CA,Canada,44.6394004822,-75.7502975464,402.0,,,Brockville - Thousand Islands Regional Tackaberry Airport,North America,OurAirports
6582,ARQ,,CO,Colombia,7.02106,-71.388901,512.0,,,El Troncal Airport,South America,OurAirports
6583,LCR,,CO,Colombia,-0.733333,-73.01666999999999,709.0,,,La Chorrera Airport,South America,OurAirports
6584,SNT,,CO,Colombia,7.38322,-73.505402,440.0,,,Las Cruces Airport,South America,OurAirports
6585,TCD,,CO,Colombia,-2.8947220000000002,-69.747222,253.0,,,Tarapacá Airport,South America,OurAirports
6586,YEB,,CA,Canada,46.42029953,-84.0922012329,591.0,,,Bar River Airport,North America,OurAirports
6587,CPI,,PG,Papua New Guinea,-5.448333333330001,152.081944444,20.0,,,Cape Orford Airport,Pacific South-East Asia,OurAirports
6588,YSI,,CA,Canada,45.173302,-80.137497,580.0,,,Parry Sound/Frying Pan Island-Sans Souci Seaplane Base,North America,OurAirports
6589,YSA,,CA,Canada,43.930292,-59.960289,4.0,,,Sable Island Landing Strip,North America,OurAirports
6590,YLS,,CA,Canada,49.0303001404,-77.0171966553,960.0,,,Lebel-sur-Quevillon Airport,North America,OurAirports
6591,YNX,,CA,Canada,63.593601,-110.905998,1557.0,,,Snap Lake Airport,North America,OurAirports
6592,SSQ,,CA,Canada,48.917198181152,-79.178596496582,1048.0,,,La Sarre Airport,North America,OurAirports
6593,EHT,,US,United States,41.7517,-72.6253,30.0,,,Rentschler Heliport,North America,OurAirports
6594,YWQ,,CA,Canada,49.9434,-71.138,1310.0,,,Chute-Des-Passes/Lac Margane Seaplane Base,North America,OurAirports
6595,YAU,,CA,Canada,61.662200927700006,-73.3214035034,1902.0,,,Donaldson Airport,North America,OurAirports
6596,TR7,,CA,Canada,45.463832946100005,-75.64254283910002,,,,Ottawa / Rockcliffe Seaplane Base,North America,OurAirports
6597,YFG,,CA,Canada,54.553901672363004,-71.173301696777,1550.0,,,Fontanges Airport,North America,OurAirports
6598,YGA,,CA,Canada,46.117500305176,-75.115303039551,700.0,,,Lac Gagnon Seaplane Base,North America,OurAirports
6599,PST,,CU,Cuba,20.73500061035156,-75.6583023071289,13.0,,,Preston Airport,Central America/ Caribbean,OurAirports
6600,CUJ,,PH,Philippines,11.8553,119.9378,155.0,,,Culion Airport,Pacific South-East Asia,OurAirports
6601,CVL,,PG,Papua New Guinea,-9.67,150.019722222,20.0,,,Cape Vogel Airport,Pacific South-East Asia,OurAirports
6602,CVR,,US,United States,33.975,-118.417,17.0,,,Hughes Airport,North America,OurAirports
6603,CXC,,US,United States,61.582901001,-144.427001953,556.0,,,Chitina Airport,North America,OurAirports
6604,NIC,,CY,Cyprus,35.150798797600004,33.278701782199995,,,,Nicosia International Airport,Europe,OurAirports
6605,YAR,,CA,Canada,53.5717010498,-76.19640350339998,775.0,,,La Grande-3 Airport,North America,OurAirports
6606,XCM,,CA,Canada,42.3064002991,-82.0819015503,650.0,,,Chatham Kent Airport,North America,OurAirports
6607,YCV,,CA,Canada,45.5167007446289,-73.7166976928711,120.0,,,Cartierville Airport,North America,OurAirports
6608,YCZ,,CA,Canada,50.330299377399996,-115.87300109899999,2661.0,,,Fairmont Hot Springs Airport,North America,OurAirports
6609,YJA,,CA,Canada,52.9967,-118.058998,3350.0,,,Jasper Airport,North America,OurAirports
6610,YKC,,CA,Canada,58.236099243199995,-103.678001404,1341.0,,,Collins Bay Airport,North America,OurAirports
6611,YKD,,CA,Canada,44.201401000000004,-81.606697,772.0,,,Kincardine Municipal Airport,North America,OurAirports
6612,YLB,,CA,Canada,54.7703018188,-112.03199768100001,1884.0,,,Lac La Biche Airport,North America,OurAirports
6613,YLQ,,CA,Canada,47.4096984863,-72.78890228270001,548.0,,,La Tuque Airport,North America,OurAirports
6614,CYM,,US,United States,57.5149,-134.945999,0.0,,,Chatham Seaplane Base,North America,OurAirports
6615,YNH,,CA,Canada,56.0355987549,-121.975997925,2220.0,,,Hudsons Hope Airport,North America,OurAirports
6616,YOY,,CA,Canada,46.9021961734,-71.50219917300001,550.0,,,C J.H.L.(Joe) Lecomte) Heliport,North America,OurAirports
6617,YPZ,,CA,Canada,54.3763999939,-125.95099639899999,2343.0,,,Burns Lake Airport,North America,OurAirports
6618,YXI,,CA,Canada,45.66310119628906,-77.60279846191406,595.0,,,Bonnechere Airport,North America,OurAirports
6619,YYM,,CA,Canada,49.6363983154,-114.09400177,3876.0,,,Cowley Airport,North America,OurAirports
6620,ZHP,,CA,Canada,55.3936004639,-116.474998474,1974.0,,,High Prairie Airport,North America,OurAirports
6621,CZJ,,PA,Panama,9.4446,-78.5888,8.0,,,Corazón de Jesús Airport,Central America/ Caribbean,OurAirports
6622,CZK,,US,United States,45.6768989563,-121.87899780299999,151.0,,,Cascade Locks State Airport,North America,OurAirports
6623,CZN,,US,United States,62.071201324499995,-142.04800415,3318.0,,,Chisana Airport,North America,OurAirports
6624,CZO,,US,United States,62.5634994507,-144.66900634799998,1850.0,,,Chistochina Airport,North America,OurAirports
6625,ZPO,,CA,Canada,55.528099060100004,-106.58200073200001,1278.0,,,Pinehouse Lake Airport,North America,OurAirports
6626,YDV,,CA,Canada,51.784568,-96.692305,721.0,,,Bloodvein River Airport,North America,OurAirports
6627,IUA,,US,United States,42.908902000000005,-77.325226,814.0,,,Canandaigua Airport,North America,OurAirports
6628,DJN,,US,United States,64.0503997803,-145.716995239,1150.0,,,Delta Junction Airport,North America,OurAirports
6629,MQV,,DZ,Algeria,35.908798217800005,0.149382993579,732.0,,,Mostaganem Airport,North Africa,OurAirports
6630,QMH,,DZ,Algeria,35.879699707,7.270800113679999,2980.0,,,Oum el Bouaghi airport,North Africa,OurAirports
6631,SKI,,DZ,Algeria,36.8641,6.9516,27.0,,,Skikda Airport,North Africa,OurAirports
6632,DAF,,PG,Papua New Guinea,-4.7403,145.9515,280.0,,,Daup Airport,Pacific South-East Asia,OurAirports
6633,DAO,,PG,Papua New Guinea,-8.431944444440001,147.843055556,118.0,,,Dabo Airport,Pacific South-East Asia,OurAirports
6634,INF,,DZ,Algeria,19.566999435424805,5.75,1312.0,,,In Guezzam Airport,North Africa,OurAirports
6635,DJA,,BJ,Benin,9.69208333333,1.63777777778,1480.0,,,Djougou Airport,Sub Saharan Africa,OurAirports
6636,NAE,,BJ,Benin,10.376965,1.360507,1512.0,,,Natitingou Airport,Sub Saharan Africa,OurAirports
6637,SVF,,BJ,Benin,8.018170356750487,2.4645800590515137,597.0,,,Savé Airport,Sub Saharan Africa,OurAirports
6638,DBK,,LK,Sri Lanka,8.273,79.756,0.0,,,Dutch Bay SPB,Central and South-West Asia,OurAirports
6639,DBP,,PG,Papua New Guinea,-6.308611111109999,141.905555556,360.0,,,Debepare Airport,Pacific South-East Asia,OurAirports
6640,DBU,,LK,Sri Lanka,7.8604,80.6304,535.0,,,Dambulu Oya Tank Seaplane Base,Central and South-West Asia,OurAirports
6641,DCG,,AE,United Arab Emirates,25.2422222222,55.3313888889,,,,Dubai Creek SPB,Middle East,OurAirports
6642,DCK,,US,United States,66.9432983398,-156.904998779,260.0,,,Dahl Creek Airport,North America,OurAirports
6643,DCR,,US,United States,40.837548,-84.862464,842.0,,,Decatur HI-Way Airfield,North America,OurAirports
6644,DDM,,PG,Papua New Guinea,-8.17736111111,147.809444444,75.0,,,Dodoima Airport,Pacific South-East Asia,OurAirports
6645,HDB,,DE,Germany,49.392396999999995,8.651935,,,,Heidelberg Army Helicopter Base,Europe,OurAirports
6646,DER,,PG,Papua New Guinea,-6.14472222222,147.10722222200002,4850.0,,,Derim Airport,Pacific South-East Asia,OurAirports
6647,XKY,,BF,Burkina Faso,13.06700038909912,-1.100000023841858,984.0,,,Kaya Airport,Sub Saharan Africa,OurAirports
6648,OUG,,BF,Burkina Faso,13.56700038909912,-2.4170000553131104,1106.0,,,Ouahigouya Airport,Sub Saharan Africa,OurAirports
6649,XDJ,,BF,Burkina Faso,14.100000381469727,-1.6330000162124634,1001.0,,,Djibo Airport,Sub Saharan Africa,OurAirports
6650,XLU,,BF,Burkina Faso,11.100000381469727,-2.0999999046325684,1181.0,,,Leo Airport,Sub Saharan Africa,OurAirports
6651,PUP,,BF,Burkina Faso,11.149999618530273,-1.149999976158142,1050.0,,,Po Airport,Sub Saharan Africa,OurAirports
6652,XBO,,BF,Burkina Faso,12.649999618530273,-0.5669999718666077,984.0,,,Boulsa Airport,Sub Saharan Africa,OurAirports
6653,XBG,,BF,Burkina Faso,12.982999801635742,-0.16699999570846558,984.0,,,Bogande Airport,Sub Saharan Africa,OurAirports
6654,DIP,,BF,Burkina Faso,12.060324000000001,1.784631,951.0,,,Diapaga Airport,Sub Saharan Africa,OurAirports
6655,DOR,,BF,Burkina Faso,14.032999992370605,-0.032999999821186066,919.0,,,Dori Airport,Sub Saharan Africa,OurAirports
6656,FNG,,BF,Burkina Faso,12.032999992370605,0.3499999940395355,1011.0,,,Fada N'gourma Airport,Sub Saharan Africa,OurAirports
6657,XGG,,BF,Burkina Faso,14.449999809265135,-0.2329999953508377,935.0,,,Gorom-Gorom Airport,Sub Saharan Africa,OurAirports
6658,XKA,,BF,Burkina Faso,12.467000007629395,1.5,879.0,,,Kantchari Airport,Sub Saharan Africa,OurAirports
6659,TMQ,,BF,Burkina Faso,14.800000190734865,0.05000000074505806,820.0,,,Tambao Airport,Sub Saharan Africa,OurAirports
6660,XPA,,BF,Burkina Faso,11.25,0.699999988079071,699.0,,,Pama Airport,Sub Saharan Africa,OurAirports
6661,ARL,,BF,Burkina Faso,11.597000122070312,1.4830000400543213,761.0,,,Arly Airport,Sub Saharan Africa,OurAirports
6662,XSE,,BF,Burkina Faso,13.449999809265135,0.5170000195503235,886.0,,,Sebba Airport,Sub Saharan Africa,OurAirports
6663,TEG,,BF,Burkina Faso,11.800000190734865,-0.367000013589859,1017.0,,,Tenkodogo Airport,Sub Saharan Africa,OurAirports
6664,XZA,,BF,Burkina Faso,11.166999816894533,-0.6169999837875366,886.0,,,Zabré Airport,Sub Saharan Africa,OurAirports
6665,BNR,,BF,Burkina Faso,10.68299961090088,-4.7170000076293945,984.0,,,Banfora Airport,Sub Saharan Africa,OurAirports
6666,DGU,,BF,Burkina Faso,12.458999633789062,-3.490000009536743,984.0,,,Dedougou Airport,Sub Saharan Africa,OurAirports
6667,XGA,,BF,Burkina Faso,10.384058999999999,-3.163454,1099.0,,,Gaoua Airport,Sub Saharan Africa,OurAirports
6668,XNU,,BF,Burkina Faso,12.75,-3.867000103,886.0,,,Nouna Airport,Sub Saharan Africa,OurAirports
6669,TUQ,,BF,Burkina Faso,13.06700038909912,-3.066999912261963,984.0,,,Tougan Airport,Sub Saharan Africa,OurAirports
6670,XDE,,BF,Burkina Faso,10.949999809265137,-3.25,984.0,,,Diebougou Airport,Sub Saharan Africa,OurAirports
6671,XAR,,BF,Burkina Faso,14.2170000076,-0.883000016212,1122.0,,,Aribinda Airport,Sub Saharan Africa,OurAirports
6672,DGG,,PG,Papua New Guinea,-9.5128,147.0505,24.0,,,Fishermans Airfield,Pacific South-East Asia,OurAirports
6673,DHB,,US,United States,48.6166666667,-123.002777778,,,,Deer Harbor SPB,North America,OurAirports
6674,DHG,,RU,Russian Federation,44.558748,135.490005,833.0,,,Dalnegorsk Airport,Europe,OurAirports
6675,ABO,,CI,Ivory Coast,5.461944,-3.234722,95.0,,,Aboisso Airport,Sub Saharan Africa,OurAirports
6676,OGO,,CI,Ivory Coast,6.715559959411621,-3.4702799320220947,676.0,,,Abengourou Airport,Sub Saharan Africa,OurAirports
6677,BXI,,CI,Ivory Coast,9.532999992370604,-6.4670000076293945,1286.0,,,Boundiali Airport,Sub Saharan Africa,OurAirports
6678,BQO,,CI,Ivory Coast,9.27750015258789,-3.025279998779297,1148.0,,,Bouna Airport,Sub Saharan Africa,OurAirports
6679,BDK,,CI,Ivory Coast,8.017219543457031,-2.7619400024414062,1247.0,,,Soko Airport,Sub Saharan Africa,OurAirports
6680,DIM,,CI,Ivory Coast,6.651669979095459,-4.6405601501464835,344.0,,,Dimbokro Airport,Sub Saharan Africa,OurAirports
6681,FEK,,CI,Ivory Coast,9.6,-5.1833333,1102.0,,,Ferkessedougou Airport,Sub Saharan Africa,OurAirports
6682,GGN,,CI,Ivory Coast,6.132999897003174,-5.949999809265138,732.0,,,Gagnoa Airport,Sub Saharan Africa,OurAirports
6683,GGO,,CI,Ivory Coast,6.534711,-7.526847,722.0,,,Guiglo Airport,Sub Saharan Africa,OurAirports
6684,BBV,,CI,Ivory Coast,4.64341306686,-6.923961639400001,20.0,,,Nero-Mer Airport,Sub Saharan Africa,OurAirports
6685,OFI,,CI,Ivory Coast,9.600000381469727,-4.050000190734863,974.0,,,Ouango Fitini Airport,Sub Saharan Africa,OurAirports
6686,SEO,,CI,Ivory Coast,7.968329906463622,-6.710830211639403,1056.0,,,Seguela Airport,Sub Saharan Africa,OurAirports
6687,ZSS,,CI,Ivory Coast,4.928329944610597,-6.132780075073242,203.0,,,Sassandra Airport,Sub Saharan Africa,OurAirports
6688,TXU,,CI,Ivory Coast,4.437809467315674,-7.3627281188964835,39.0,,,Tabou Airport,Sub Saharan Africa,OurAirports
6689,TOZ,,CI,Ivory Coast,8.2934,-7.6739999999999995,1583.0,,,Mahana Airport,Sub Saharan Africa,OurAirports
6690,DIW,,LK,Sri Lanka,5.9901919999999995,80.733129,16.0,,,Mawella Lagoon Seaplane Base,Central and South-West Asia,OurAirports
6691,DLR,,RU,Russian Federation,45.8783,133.7363,272.0,,,Dalnerechensk Airport,Europe,OurAirports
6692,DKA,,NG,Nigeria,13.007800102200001,7.660449981689999,1660.0,,,Katsina Airport,Sub Saharan Africa,OurAirports
6693,DOO,,PG,Papua New Guinea,-9.461855,147.920907,1767.0,,,Dorobisoro Airport,Pacific South-East Asia,OurAirports
6694,DOS,,PG,Papua New Guinea,-5.5609,154.9616,335.0,,,Dios Airport,Pacific South-East Asia,OurAirports
6695,DPK,,US,United States,40.76,-73.31,75.0,,,Deer Park Airport,North America,OurAirports
6696,DPT,,RU,Russian Federation,69.392503,139.890012,950.0,,,Deputatskiy Airport,Europe,OurAirports
6697,DPU,,PG,Papua New Guinea,-5.858,145.705,870.0,,,Dumpu Airport,Pacific South-East Asia,OurAirports
6698,RLT,,NE,Niger,18.7903995514,7.36595010757,1443.0,,,Arlit Airport,Sub Saharan Africa,OurAirports
6699,DSG,,PH,Philippines,16.445833333299998,122.206805556,60.0,,,Dilasag Airport,Pacific South-East Asia,OurAirports
6700,DVD,,MG,Madagascar,-22.06608,43.259572999999996,30.0,,,Andavadoaka Airport,Sub Saharan Africa,OurAirports
6701,DWO,,LK,Sri Lanka,6.906585000000001,79.90899999999999,10.0,,,Diyawanna Oya Seaplane Base,Central and South-West Asia,OurAirports
6702,DWR,,AF,Afghanistan,31.0,64.0,2380.0,,,Dywer Airbase,Central and South-West Asia,OurAirports
6703,DWS,,US,United States,28.3994444444,-81.57127777779999,94.0,,,Lake Buena Vista STOLport,North America,OurAirports
6704,EAL,,MH,Marshall Islands,9.319305555560002,166.847777778,16.0,,,Elenak Airport,Pacific South-East Asia,OurAirports
6705,EBO,,MH,Marshall Islands,4.5982,168.752,8.0,,,Ebon Airport,Pacific South-East Asia,OurAirports
